@format=row	BXD34	BXD73	BXD90	BXD39	BXD48	BXD50	D2B6F1	BXD51	BXD88	BXD48a	BXD102	BXD68	BXD100	BXD70	BXD67	BXD65b	BXD101	BXD95	BXD11	BXD73b	BXD53	BXD24	BXD60	BXD86	C57BL/6J	BXD32	BXD40	BXD65	BXD77	BXD63
X3.Oxotetradecanoic.acid	5318.2	7383.0	2939.5	9345.0	4401.833333333333	2828.0	16839.25	3557.0	3449.0	4920.5	4131.25	6420.0	3792.25	5222.166666666667	6210.75	5756.875	5931.5	3290.0	3595.0	4654.0	4133.0	4197.25	3969.5	5242.0	8417.833333333334	4720.166666666667	7052.5	4312.75	4633.5	7024.25
Pentadecanoic.acid	152241.2	138569.0	76488.5	134704.5	91830.83333333333	86200.5	135787.0	82540.0	78176.0	114423.25	65382.75	112348.5	68309.75	105143.66666666667	250707.75	109098.25	175201.5	87342.5	109130.0	125043.0	109487.25	143190.75	108998.0	106621.75	98130.83333333333	97670.16666666667	92247.0	113981.5	89176.0	264128.75
Tiglylcarnitine	2532.6	1395.0	1926.0	2805.0	1848.5	1495.0	3120.25	1370.5	1335.1666666666667	1638.75	1872.5	1315.0	1460.25	9159.333333333334	1658.5	2303.75	1842.5	1865.5	1752.5	1615.0	2080.0	4003.25	1588.25	2426.75	2712.5	1654.0	1949.75	1929.25	2046.5	1982.5
N.Undecanoylglycine	14184.1	6625.5	7190.0	10653.5	19720.666666666668	6284.0	58387.75	11031.0	8042.333333333333	16279.5	9114.0	8531.0	7975.375	15805.333333333334	14907.5	9050.5	16561.5	7459.5	12353.5	13687.5	52380.5	11154.75	10346.0	10795.0	13036.833333333334	9415.833333333334	12229.25	11722.5	11944.0	38328.25
Uridine	225888.7	395231.5	269233.5	498025.0	150131.33333333334	83143.5	114184.25	84777.5	191109.83333333334	194184.25	216249.5	175682.5	134767.875	117285.83333333333	133653.0	264365.0	190159.0	90400.0	122968.25	143613.5	298975.25	117359.75	104705.25	206364.0	157300.16666666666	149548.66666666666	149328.5	118418.0	315180.75	178523.5
X1.11.Undecanedicarboxylic.acid	7454.6	5229.0	5654.5	9556.0	5688.166666666667	3478.0	40534.0	3879.5	4118.166666666667	6812.75	3815.25	4304.5	3807.0	6370.333333333333	6075.25	6289.125	6132.5	3719.0	4879.0	4736.0	7143.25	5550.75	3976.0	5552.75	4448.666666666667	5238.166666666667	4950.25	5267.25	5242.75	13876.0
Gamma.CEHC	10775.5	4176.5	5933.0	14824.0	6831.666666666667	5093.5	6719.25	4502.0	6392.166666666667	3945.0	7076.25	5288.0	4434.75	4343.166666666667	3818.75	6832.125	4307.5	3764.5	7425.25	4111.5	5803.75	3812.0	4621.5	11291.5	3475.8333333333335	6131.833333333333	3934.75	6087.5	12697.0	5197.75
S.Acetyldihydrolipoamide	10508.0	9433.0	8965.0	7588.0	5892.666666666667	5415.5	13838.0	12259.0	8069.833333333333	12980.5	6617.75	6041.5	6141.125	7020.166666666667	10969.75	7424.125	18885.5	4213.0	6263.0	8490.5	5659.75	5073.75	5470.25	7366.5	7784.333333333333	7175.5	6624.0	7307.25	4806.0	13775.5
Ubiquinone.Q1	4646.4	2388.0	3282.0	6717.5	3566.6666666666665	2432.5	4579.5	3022.0	2896.0	2590.75	3472.25	2712.5	2319.25	2353.6666666666665	3020.5	3655.75	2395.5	2142.5	3316.25	2430.5	3770.25	2313.75	2773.0	5476.25	2143.1666666666665	3229.6666666666665	2411.5	3561.5	3777.5	3195.5
Isobutyryl.L.carnitine	4206.0	3490.0	5078.5	4688.5	4563.0	3363.0	7314.5	3584.5	3265.6666666666665	3879.0	4328.0	4187.0	3667.875	4180.333333333333	5532.5	4319.25	4157.0	4851.5	5126.5	5826.0	6058.75	4002.0	4724.5	4203.0	5740.0	4140.833333333333	4112.75	5946.75	3813.75	6718.5
X5.Hydroxy.N.formylkynurenine	11335.9	6711.5	4499.5	13444.0	2913.5	2426.0	4713.75	2356.5	3654.0	4755.5	4828.5	4167.5	5197.875	4327.833333333333	5628.5	3896.125	7130.5	2268.5	3889.0	2129.5	5267.5	3918.0	3433.75	5470.75	3370.0	4111.166666666667	3464.0	3115.0	5746.75	8000.25
X5.L.Glutamyl.taurine	25180.2	13851.5	156468.0	23932.5	11419.333333333334	43977.5	6435.75	37753.0	13488.333333333334	31049.75	22897.25	19234.5	26011.75	12506.833333333334	10351.5	24500.0	9214.5	14383.5	10083.75	12803.5	7594.75	25541.75	17366.25	6197.5	27065.666666666668	17057.5	12956.75	14815.25	24184.0	10809.5
Palmitic.amide	3582.0	2756.0	2555.5	4273.0	3603.1666666666665	3993.5	4241.75	3147.0	3528.3333333333335	3509.75	5309.0	5242.5	4664.875	2471.5	7292.0	3505.625	2666.0	5570.0	5810.75	7086.5	8189.5	3799.75	6709.5	3173.0	5610.0	4578.166666666667	3886.25	6265.0	5131.75	5526.25
Palmitic.acid	3870933.8	2043565.0	1598178.5	4479678.0	3140058.6666666665	2377985.5	4098648.75	2194549.0	2214017.0	2323025.5	2262761.0	5136085.5	1897112.0	1911222.0	8132004.0	3446619.25	2351828.5	4290242.0	5564034.0	5886667.0	5833618.5	7094936.25	4173248.5	2350774.25	4674021.333333333	3195043.3333333335	2388876.25	4308808.25	5195102.25	6030187.75
Glycerophosphocholine	16074.1	16315.0	15749.0	10818.5	12652.166666666666	11159.5	18576.0	9391.5	12278.166666666666	10817.5	15661.75	11593.5	13568.375	9291.0	14236.25	9098.875	17562.0	12342.0	10803.25	14458.5	12137.75	18372.0	15700.75	10508.25	13081.166666666666	14955.0	14463.5	12938.75	13521.75	13706.0
X2.Hexenoylcarnitine	2935.7	1951.0	2025.0	2883.5	1861.3333333333333	1616.5	4674.5	1251.5	1295.8333333333333	2073.25	1747.5	2144.0	1282.875	3237.3333333333335	2144.25	2609.0	2595.5	1375.5	2187.5	1529.0	2118.25	2538.75	1938.75	2521.0	1999.8333333333333	2294.0	1698.5	1900.5	1804.75	3077.75
Fructose.6.phosphate	360531.6	182924.0	454102.5	265744.5	234259.16666666666	306311.5	209320.75	55618.0	149298.33333333334	123482.5	416675.75	153940.0	295635.375	111100.0	82175.5	136684.5	188205.0	234697.0	240679.25	178493.0	190497.0	108566.75	323104.75	204556.75	231385.66666666666	232071.16666666666	107101.0	328178.75	211444.75	193328.0
L.gamma.glutamyl.L.leucine	16154.2	8682.5	8126.5	14958.0	8985.166666666666	5521.0	8921.5	5728.5	7254.5	6614.25	8978.5	7601.5	8474.125	6711.666666666667	7481.0	7722.625	9320.0	6730.5	10003.5	6864.0	8718.25	7029.0	8755.75	9355.5	8587.333333333334	10377.166666666666	5460.75	7972.25	13408.25	8304.25
Palmitaldehyde	24691.5	2347.0	1158.5	32558.0	2628.3333333333335	1959.0	4104.0	5091.0	1411.8333333333333	3103.75	2253.0	9906.0	2563.875	2158.5	7016.0	3618.75	1573.0	4012.0	4136.0	7182.5	5920.5	6604.0	4579.0	1327.75	9367.166666666666	4644.0	2627.0	3593.75	11769.0	4610.25
X5.6.Dihydrouridine	13231.5	3211.5	2469.0	23151.5	2937.8333333333335	2654.0	3484.75	2258.5	2867.8333333333335	3238.5	2879.5	2869.0	2664.625	2729.0	3686.75	2913.5	2852.5	2634.5	3265.25	3660.5	3538.0	2150.0	2794.0	3501.25	3049.1666666666665	4617.833333333333	2526.5	2906.75	13280.0	2958.0
Adenosine	12761.1	12765.5	36082.5	17013.5	10494.166666666666	13976.0	11376.5	12344.0	15589.333333333334	22513.75	24627.25	25238.0	25481.75	19063.5	14505.0	24512.375	28366.0	17947.0	19985.75	18343.5	15840.25	26754.5	22822.25	28829.75	35577.333333333336	17905.333333333332	38350.0	21301.75	16189.0	17665.25
X6.Hydroxymelatonin	30209.1	437565.5	22675.5	9334.5	50913.333333333336	6026.5	33196.5	11471.5	26084.0	39530.25	9321.25	27382.5	6930.25	15891.5	23267.0	98203.125	64225.5	6370.5	17724.25	24205.0	28476.25	12267.25	11610.25	44347.75	22096.833333333332	30325.333333333332	13662.75	16032.0	55215.25	76804.25
X3.Oxohexadecanoic.acid	43004.2	32940.5	20527.0	67943.0	27279.5	24018.0	58485.25	26740.0	32093.0	24325.75	30688.75	39709.5	22593.25	24034.0	46202.0	32479.375	34887.5	25156.0	43993.5	39784.0	35770.0	25641.75	34409.0	50866.25	32048.833333333332	34780.333333333336	24946.25	37728.75	32018.25	42975.0
X.R..3.Hydroxy.hexadecanoic.acid	39372.4	22781.0	16439.5	54065.5	20466.666666666668	17112.0	30485.0	18781.5	24988.5	15926.0	18012.0	26563.0	13050.125	18085.166666666668	25529.25	23684.125	16994.0	19022.0	35140.5	21969.5	22223.0	19410.75	20375.25	24013.75	20198.5	26771.333333333332	12675.5	20834.75	27728.75	25093.25
Heptanoylcarnitine	1260.5	828.5	516.0	1373.5	751.0	510.0	2196.5	469.5	550.0	803.5	951.75	563.0	670.875	7337.5	1011.0	976.25	739.0	699.5	762.25	707.5	890.5	3316.75	770.0	954.0	763.6666666666666	813.3333333333334	898.25	707.25	808.5	1355.5
Alpha.Linolenic.acid	860192.1	369488.0	52133.0	1885286.0	172000.66666666666	66123.5	326296.5	395268.5	77340.16666666667	264019.25	282317.25	983455.0	176842.375	139211.83333333334	345085.0	287656.625	228900.5	227226.5	283179.25	447627.5	266160.0	401008.0	253415.25	197435.75	624881.1666666666	467339.6666666667	227584.25	189884.0	155442.25	207275.25
Linoleic.acid	8918021.1	3582930.5	430062.5	19780565.0	1563173.0	649094.0	3955696.75	2727320.5	711562.0	1992518.75	1981177.5	8900120.5	1679296.875	1360182.5	3917894.5	3354689.25	2150788.0	2499949.5	2898287.5	5212182.0	4489529.75	6497528.75	4296380.25	1663980.0	6002890.5	4435690.666666667	2188778.25	2666509.5	3089204.75	3754616.75
Retinal	12708.8	3554.5	3001.0	11660.0	8546.166666666666	5174.0	16318.75	7396.0	7660.833333333333	8825.0	5970.25	6058.0	4511.0	6358.0	7105.5	11815.625	7362.0	9025.0	9119.25	7083.5	7483.5	6763.0	6117.25	10626.75	6397.833333333333	5424.666666666667	3825.5	9459.75	9048.25	9597.25
Stearic.acid	2393093.3	1492761.5	1474417.5	2231905.5	2142404.8333333335	1500637.0	2866147.25	1607269.5	1569675.3333333333	1669684.0	1336493.25	2334301.0	1323e3	1686057.3333333333	3718407.75	1811119.0	2322425.5	2291463.0	2423390.5	3149097.5	2735785.75	2324294.5	1964384.5	1885203.5	2506763.5	1892012.5	1791947.75	2606412.5	2665377.75	2961831.0
D.Sedoheptulose.7.phosphate	55860.0	46413.0	76668.0	9647.5	48865.833333333336	64051.5	46647.5	26986.5	56935.5	36890.0	99284.0	88943.0	60008.375	35975.833333333336	30450.25	32244.5	46060.0	84838.0	69585.75	101484.5	63576.25	33276.0	69289.75	54848.5	32978.333333333336	55426.166666666664	24226.25	58652.25	54396.25	47093.0
DHAP.8.0.	5623.4	4091.0	6025.0	5563.0	3903.8333333333335	6241.5	4608.25	5634.0	5319.833333333333	4819.25	4550.75	6194.0	4942.125	6107.833333333333	5803.75	5646.25	3035.5	5865.5	4805.25	3577.5	2648.5	4592.25	4349.0	3922.25	3268.8333333333335	4839.166666666667	3167.75	3719.25	5087.75	4142.75
Retinoic.acid	12185.6	6258.0	4525.0	17201.0	8229.0	6611.5	12087.5	9785.5	4744.833333333333	6601.0	6495.0	8559.0	5487.75	7652.833333333333	11354.75	6468.375	6640.5	6346.5	8431.75	11194.0	7724.25	6111.5	7348.25	8957.25	7035.166666666667	8227.333333333334	8545.75	12547.5	6158.75	7006.5
X0.5	25096.1	29609.0	18612.0	47405.0	14655.5	11057.5	14076.0	11624.0	26309.0	14328.75	23090.5	18975.0	22310.625	14849.833333333334	13880.5	22322.875	22220.5	11518.5	16177.25	18809.0	17451.25	13499.75	17107.25	17300.0	13655.166666666666	18725.166666666668	13792.75	11262.0	43745.25	16754.5
N.Acetylaspartylglutamic.acid	3889.9	5786.0	5367.0	5169.0	2946.1666666666665	2701.0	3014.25	3628.0	3355.6666666666665	3224.75	5161.25	3906.0	4882.375	3167.8333333333335	3717.0	3843.25	4264.0	3070.0	3417.75	5547.5	2918.25	3689.75	4489.75	3793.5	4286.666666666667	3574.3333333333335	4140.25	3631.0	3972.25	2797.25
Arachidonic.acid	4717627.8	384428.0	84342.5	7464101.5	315367.5	180850.0	504187.25	625376.0	142674.83333333334	464719.0	290157.0	1395675.0	303287.625	242181.16666666666	1074455.0	491941.75	233936.5	435367.5	578666.0	1005919.0	953943.75	805430.25	621108.5	117795.5	1342393.8333333333	689738.5	295183.0	434919.25	2081530.75	794100.5
Corrinoid	7636.6	4638.0	5231.0	18009.0	6728.833333333333	5120.5	7841.5	3935.0	4361.833333333333	4563.5	6155.25	6301.0	3645.375	6761.666666666667	5133.75	7103.5	4089.5	4939.0	6630.75	5122.0	6670.0	6259.75	5502.5	9921.5	4787.0	7002.333333333333	4428.25	6306.5	7367.0	5106.0
Glutathione	154875.8	4047441.5	1143027.5	63029.0	153838.5	198580.0	100421.25	511759.5	1215066.3333333333	940653.0	236169.5	216568.0	293920.125	309521.8333333333	881192.75	513383.5	212600.0	1339504.0	707063.75	1745804.0	208504.0	677746.75	136657.5	147494.25	331143.8333333333	806703.8333333334	564690.0	148155.75	421787.5	121033.0
Eicosadienoic.acid	103030.4	23012.5	7882.0	213884.5	18145.333333333332	13613.5	38392.75	33726.0	15453.666666666666	20869.75	13894.75	117960.5	18250.75	16101.5	45136.25	30110.375	21078.5	29915.0	33721.0	57163.5	51181.25	89332.5	37204.75	11371.5	51152.666666666664	31038.666666666668	17533.0	25563.0	41339.75	55468.25
Androsterone	7734.0	5686.0	4062.0	16887.0	8213.5	5342.0	14150.75	10622.5	2567.6666666666665	6602.5	9516.75	19403.5	8512.625	3895.1666666666665	15289.75	9963.125	3853.5	13957.0	7843.25	21233.5	22358.75	12178.0	16239.25	6161.75	21969.166666666668	5214.166666666667	8397.5	12347.0	7383.75	12353.25
X3L.7D.11D.Phytanic.acid	25162.8	20273.0	22130.0	28454.5	28066.166666666668	20768.5	40670.5	22702.5	19645.666666666668	23091.5	16878.5	26642.0	16451.75	22902.166666666668	40455.5	21094.75	32019.0	26217.0	27112.5	32958.5	31926.0	27341.75	22314.0	25780.75	29066.333333333332	22551.166666666668	24885.75	31281.25	29971.0	32483.5
D.4..Phosphopantothenate	6121.6	37335.0	27067.0	8180.5	14834.166666666666	16380.5	6980.0	18693.5	19263.333333333332	13003.5	33008.5	24451.0	28489.875	13041.666666666666	24708.25	12794.25	8906.5	41678.0	24553.75	30817.5	13414.0	18911.75	21101.75	14532.25	25836.666666666668	19617.666666666668	36426.75	17665.0	19968.5	5451.75
X3a.20b.Pregnanediol	1702.6	1048.0	669.5	3445.5	1203.8333333333333	900.5	1463.75	863.0	830.8333333333334	926.25	785.25	1651.5	645.0	832.1666666666666	1193.75	1203.125	858.0	904.0	1408.75	1594.5	1531.5	1547.75	1180.5	985.75	1212.5	1005.6666666666666	927.0	1060.5	1656.5	1418.5
X15.S..Hydroxyeicosatrienoic.acid	13605.8	11849.0	4645.5	40883.5	5958.5	4009.0	8369.5	5601.0	7884.5	4398.0	5177.5	14188.5	4119.875	4802.5	7040.5	6093.75	7010.5	5593.5	10941.25	8231.5	8301.25	7628.75	5916.0	6982.75	8170.5	8714.666666666666	4981.25	6248.25	8076.75	6852.0
Cytidine.monophosphate	24240.6	30371.5	96596.0	15096.5	26219.0	39307.0	16366.75	34879.0	31339.333333333332	37238.5	34310.0	42596.5	43116.0	21524.666666666668	24478.75	50251.5	29329.5	33869.5	45567.0	45441.0	31318.0	42202.25	30432.75	15439.5	78803.66666666667	30320.833333333332	18406.0	22368.0	124991.0	19689.5
Linoleoyl.ethanolamide	756.9	552.5	461.5	1196.0	502.6666666666667	526.5	979.0	574.0	524.1666666666666	572.75	739.75	690.5	610.5	504.6666666666667	939.25	662.0	522.5	1022.5	1158.75	843.5	1301.25	691.5	1396.75	653.5	1085.3333333333333	938.6666666666666	629.0	836.25	904.25	775.25
X5..Carboxy.gama.chromanol	2467.3	1523.0	1938.0	2153.0	2075.6666666666665	1296.5	6363.5	2133.5	1800.8333333333333	2987.5	1211.75	1571.5	1316.125	1645.6666666666667	2554.5	1920.25	3087.5	2204.0	1746.25	2320.5	1966.0	1949.25	1412.25	1984.75	1795.3333333333333	2328.5	1472.0	1898.25	1802.75	4382.0
N.Oleoylethanolamine	873.5	741.5	852.5	1354.5	1046.1666666666667	765.0	1387.5	1074.0	762.8333333333334	780.5	1036.0	955.5	949.25	683.3333333333334	1257.0	988.375	951.0	1437.0	1357.75	1048.5	1630.0	874.5	2987.0	847.75	1991.5	953.5	901.0	1450.0	1319.5	1373.5
Zolpidem	4803.8	2461.5	4355.5	6647.5	3374.5	2563.0	9151.0	3037.0	2976.0	3896.5	2755.0	2567.5	2133.125	3070.8333333333335	3512.0	3219.25	5062.5	2643.0	3018.0	3070.0	3791.5	2647.75	2590.75	3152.5	2543.8333333333335	4108.833333333333	2772.25	3568.5	2953.0	6394.0
Docosahexaenoic.acid	1995129.0	249980.0	37063.0	3419202.0	140166.66666666666	80081.5	298945.5	487581.5	62121.0	219093.75	120341.75	701075.5	130491.75	125078.16666666667	606086.5	230066.625	106889.0	222864.5	196462.0	427726.5	422413.0	473617.25	223915.0	48921.5	992891.8333333334	359300.6666666667	180699.5	202896.25	1141909.25	378979.25
Carnosol	5721.4	3703.0	3102.5	11165.5	4703.5	3341.5	7518.0	3094.5	3205.8333333333335	3648.5	3938.0	4167.5	3129.75	4265.666666666667	4357.25	4771.625	3214.5	3210.0	4561.0	3706.5	4876.25	4240.75	3558.5	5635.5	3237.3333333333335	4741.5	3316.5	4437.0	4123.5	4504.5
Docosapentaenoic.acid	216877.8	32651.5	8818.0	578159.5	28677.666666666668	14593.5	51228.75	86693.5	14371.833333333334	46367.0	25033.5	202601.5	28075.875	25097.666666666668	85011.5	50705.375	18073.5	39231.0	37061.5	108764.5	53883.5	85098.75	32460.0	10378.25	146833.33333333334	43833.166666666664	21822.25	27694.75	127718.0	46640.5
Adrenic.acid	110215.1	19338.0	5354.0	332978.0	16990.166666666668	10927.5	30081.25	47677.5	10654.5	23008.25	15069.0	113962.5	19826.25	18243.0	46857.0	26528.625	12527.5	23059.0	28616.25	69158.0	48322.25	70072.5	31565.0	6075.5	62871.0	23275.5	13172.75	19865.0	50344.25	32136.0
Cetoleic.acid	5502.3	2733.5	1816.5	6222.0	2977.8333333333335	3134.5	5572.25	2659.0	2474.8333333333335	2707.5	1828.0	5282.5	2011.0	2694.3333333333335	7134.25	3439.375	2824.5	3039.5	4062.0	4876.0	4820.75	5503.75	4145.0	3052.25	5368.166666666667	3077.5	3028.5	3533.75	4627.25	8044.25
Behenic.acid	8780.2	7220.5	7294.0	9223.5	10015.333333333334	7164.0	13140.25	8455.5	6738.5	8221.5	5392.0	8857.0	5979.375	8580.833333333334	13998.25	7855.0	11266.5	7967.0	8971.0	9399.5	10109.5	8363.5	6975.5	9290.0	9873.333333333334	7775.333333333333	9418.0	10982.5	14338.25	10439.75
Lactosamine	6345.6	1713.0	2177.0	5034.5	2190.8333333333335	1856.5	2265.5	1393.0	25095.833333333332	1689.25	2182.0	2061.5	1803.75	1993.0	1626.0	2475.125	1866.0	1724.0	2153.75	1413.5	1606.25	1670.0	1866.25	3372.25	1736.5	2478.5	1510.5	1788.25	2391.0	1609.25
Clotrimazole	4137.0	2359.0	2247.5	4288.0	2559.8333333333335	2053.0	11009.0	1786.0	2623.5	2129.5	2615.5	2873.5	4125.0	10152.5	2305.25	3005.75	2190.0	1808.5	10331.75	1872.5	2638.75	2413.0	2282.25	21761.25	6125.333333333333	2757.6666666666665	10393.0	2497.0	2987.5	2791.5
Adenosine.monophosphate	350905.0	993806.0	621744.0	74868.0	131703.83333333334	949682.0	159148.25	1172263.5	1077501.5	595697.75	1626673.0	1958110.0	2078538.5	699950.6666666666	554694.25	116437.375	1081975.0	1075719.0	322859.5	2164318.5	476722.75	556837.75	778179.0	539658.75	1113958.1666666667	577480.1666666666	658791.0	425745.5	362705.25	89156.5
Anandamide	573.6	932.0	642.0	624.0	603.5	709.0	1132.5	856.0	855.8333333333334	658.0	993.25	1327.0	1225.25	728.0	1050.0	513.375	925.0	921.0	882.5	1889.0	1065.75	742.75	1066.75	674.5	1094.0	1026.3333333333333	749.5	848.5	843.25	766.5
Inosine.2..phosphate	49294.9	163828.5	111026.5	7812.5	39369.666666666664	99987.5	44947.0	118797.5	115582.66666666667	58535.25	193332.75	175179.0	154663.75	65384.333333333336	74967.25	26936.75	126444.0	117467.5	56448.5	196501.5	87287.5	64314.0	141058.75	91938.0	120237.83333333333	71194.5	35926.0	66705.0	30313.0	32288.5
X3b.15b.17a.Trihydroxy.pregnenone	4320.4	4358.0	2726.0	9850.5	3571.5	3526.5	6203.0	3046.0	2469.8333333333335	3041.25	3706.25	4627.0	3488.125	3522.6666666666665	3274.5	3830.75	2614.0	3324.0	4343.75	4044.0	5281.25	4726.5	3121.0	4266.75	4401.833333333333	5902.333333333333	2941.0	3686.25	3189.25	3953.25
X.S..Reticuline	3226.5	2026.5	2261.0	3399.0	2764.8333333333335	2807.0	2515.25	2137.5	1989.3333333333333	1703.5	2196.25	2253.0	2066.0	2049.1666666666665	2022.25	4124.875	2136.0	2330.0	2843.0	2183.0	1809.0	2135.25	2369.25	4642.75	1989.6666666666667	2795.5	1595.75	2405.0	3346.25	1750.75
Monoacylglyceride.with.formula.C21H36O4	2061.1	1511.0	1818.0	3335.5	1884.8333333333333	1433.0	3986.5	1199.0	1478.3333333333333	1657.0	2075.75	1759.5	1407.625	1289.1666666666667	1931.5	2069.375	1804.0	1653.0	1961.5	1768.5	2556.0	1771.25	1799.0	1640.25	2068.1666666666665	2146.0	1317.25	2096.75	2191.75	2111.25
Prostaglandin.F1a	6248.9	3255.5	3999.0	13366.0	3665.5	3012.0	15928.5	3187.5	3456.3333333333335	3518.75	3769.75	4780.5	2997.0	2636.3333333333335	3829.0	4038.875	3527.0	3222.0	4433.75	3750.0	3598.75	3942.0	2872.0	3519.5	3890.3333333333335	4625.5	2562.5	3651.75	5312.75	4670.5
Tetracosahexaenoic.acid	20272.5	3990.5	1564.0	55157.0	2998.6666666666665	2602.5	7856.75	10995.5	1840.0	3679.0	2832.0	23354.5	3533.875	2778.1666666666665	7924.5	3478.75	1902.0	4543.5	3952.5	12353.0	7555.25	12929.0	5108.25	1290.75	8210.166666666666	4063.1666666666665	1762.0	3762.5	3659.0	5739.25
X5.amino.1..5.phospho.D.ribosyl.imidazole.4.carboxylate	8656.8	14043.0	16558.5	8420.0	8009.166666666667	9110.5	7209.5	8042.0	9955.166666666666	10798.25	12459.5	11715.5	11322.25	9799.666666666666	12470.5	11478.875	9596.0	16155.0	12288.25	9061.0	11062.5	10717.75	9188.0	8560.25	8936.0	12481.333333333334	12430.5	10448.75	11652.0	9634.25
Aldosterone	7649.8	4551.0	4515.0	7766.0	5194.833333333333	4429.0	7215.0	5465.0	3290.1666666666665	3745.5	5549.75	5880.5	4015.0	4511.166666666667	4191.25	6385.625	3262.0	3896.5	4954.5	4333.5	3656.0	4625.25	3650.5	6005.0	4468.333333333333	5366.333333333333	3893.0	4663.75	4586.25	4331.75
Monoacylglyceride.Phosphate.with.formula.C21H42O3	1565.8	767.0	922.5	2523.5	1878.6666666666667	1127.0	1670.25	1209.5	1264.6666666666667	863.75	1078.0	1545.5	1058.5	1346.0	1626.75	1373.625	698.5	1101.5	1672.0	1664.0	2304.0	1316.0	1539.0	1101.5	1098.6666666666667	1080.6666666666667	843.25	1678.5	2041.0	1399.75
Phosphoribosyl.formamidocarboxamide	6189.2	23432.5	5713.5	8363.5	5181.166666666667	2642.0	4853.0	3101.0	5997.166666666667	6172.25	4256.75	7431.5	3674.875	9118.833333333334	4489.75	9050.0	9528.5	2846.0	5384.0	5452.0	5183.5	4110.25	3485.5	7800.75	4453.333333333333	6728.666666666667	5180.5	3608.0	8747.5	5955.25
Tetrahydrocortisol	10139.8	8740.5	8449.5	10484.5	10940.333333333334	7622.0	11849.5	7267.0	4743.666666666667	10191.25	14992.5	12255.0	10169.375	6488.833333333333	7181.0	18338.375	4926.5	7591.0	8422.75	12128.0	6557.5	10701.25	6100.75	11533.0	13791.5	17224.5	14002.0	8928.0	5825.25	8990.25
Nervonic.acid	3707.5	2446.0	1972.0	3630.0	3654.3333333333335	2832.5	4468.75	2727.0	2728.6666666666665	2756.75	2421.25	4905.5	2532.125	2498.3333333333335	5210.75	3436.5	2464.5	3263.0	3556.0	5504.5	5491.5	3613.0	4303.5	2792.5	4711.0	3476.6666666666665	3171.25	4290.75	7236.25	4682.5
Cortol	7031.3	4479.5	5423.5	7855.0	7146.333333333333	5135.5	13979.25	4176.0	6082.5	4596.0	6776.75	8952.0	4387.75	3719.1666666666665	6887.75	6783.25	5793.0	5827.0	7906.25	9525.5	9345.75	10516.5	7650.5	6916.5	6835.333333333333	7049.5	4328.75	7576.0	6546.25	8416.0
X6.Keto.prostaglandin.F1a	25546.2	11920.5	7976.0	59897.5	8485.166666666666	7409.5	17494.25	6542.5	10732.666666666666	6613.0	10215.0	12131.0	6538.75	6906.166666666667	6971.5	10542.25	8828.0	8453.5	13878.0	9098.0	10068.0	7662.0	9957.75	14758.0	8756.0	14901.666666666666	6440.75	9018.0	16804.25	9088.25
X18.Hydroxycortisol	23504.9	24577.5	40421.5	32549.0	18266.333333333332	21489.0	60421.75	30291.0	15996.333333333334	22725.75	45807.5	19831.0	33307.875	72454.16666666667	21155.0	33534.125	11438.0	20278.0	39241.0	35786.5	13581.0	33628.75	23720.0	47887.25	19801.666666666668	32665.333333333332	27631.25	20425.75	29935.75	22435.75
Leukotriene.B4.ethanolamide	3218.5	2840.0	742.0	5304.5	1294.3333333333333	1363.5	2370.0	1046.0	885.1666666666666	1230.75	817.75	1241.5	1085.0	2112.1666666666665	1422.5	1622.375	1440.5	744.5	2744.75	1107.0	2344.25	1699.25	1222.0	2328.25	2032.0	1568.1666666666667	2949.75	1092.0	1418.75	2173.5
Rosmarinic.acid	702162.7	146968.0	27347.5	1605645.5	57260.0	27274.0	1028521.0	13761.0	77444.16666666667	49082.0	34417.0	37521.5	234781.75	1889318.3333333333	69745.25	46143.875	40569.5	21078.5	1211289.5	49955.0	34589.5	70498.25	55641.0	2187829.0	600195.6666666666	49360.0	1265484.0	76639.0	897777.5	46105.25
Bisnorcholic.acid	14309.4	11150.5	7970.0	23301.5	11630.5	7862.0	12116.25	9287.5	10271.333333333334	9954.75	7749.75	15983.5	6495.875	8742.333333333334	7560.5	13158.125	7212.0	8880.5	11233.75	10520.0	10151.5	11816.5	8671.25	20568.75	14364.5	10482.333333333334	16497.5	9696.5	9291.0	8747.0
MG.20.3.11Z.14Z.17Z..0.0.0.0.	1944.2	1435.5	975.5	3363.0	1453.0	1153.5	4584.5	1037.5	1061.3333333333333	1021.0	905.0	1330.0	1006.25	2974.1666666666665	1554.0	1743.25	976.0	996.0	2639.75	1504.5	1985.75	1214.0	1271.25	3343.75	1547.5	1184.8333333333333	2444.5	1453.5	2034.25	1657.25
Succinyladenosine	11256.9	28163.0	5535.0	29457.0	4725.0	3751.5	3118.25	4040.0	6846.5	5821.5	5896.25	8318.0	7281.5	5954.833333333333	3565.25	5339.875	12024.5	4167.5	4178.75	7045.0	5527.5	4257.0	4260.0	6582.25	6814.666666666667	5623.666666666667	4210.5	4246.5	14612.5	4452.75
