@format=row	BXD63	BXD45	BXD32	BXD39	DBA/2J	BXD90	BXD24	BXD95	BXD73	BXD55	BXD100	C57BL/6J	BXD102	BXD91	BXD29	BXD89	BXD73b	BXD75	BXD87	BXD34	BXD48	BXD9	BXD65	BXD70	BXD43	BXD44	BXD61	BXD65b	BXD50	BXD68	BXD77	BXD101	B6D2F1	BXD62	D2B6F1	BXD48a	BXD79	BXD69
N.a.Acetylcitrulline	10761.0	2231.5	9638.5	21070.5	2822.5	3799.375	23512.5	2607.75	2889.5	3086.5	3688.25	5293.3	15494.5	3411.75	4280.125	3986.1666666666665	2286.5714285714284	4178.0	6120.5	4323.5	3076.6666666666665	2910.75	4189.5	3272.125	2619.25	8588.5	6965.5	3462.8333333333335	3444.5	2448.25	5084.333333333333	4845.166666666667	3390.5714285714284	3992.3333333333335	4022.25	2526.6666666666665	4454.25	3571.5
Propionylcarnitine	1137.0	1691.5	1138.0	1786.0	1488.0	1511.125	1792.5	1067.75	2579.0	2065.75	771.875	1077.3	1937.6	979.0	1172.125	855.8333333333334	994.6428571428571	3153.5	1062.5	980.25	1078.3333333333333	1080.0	882.0	1163.125	1223.5	1426.5	1707.2	1346.0	4134.5	1145.75	1560.1666666666667	874.6666666666666	1024.4285714285713	895.5	1080.625	1227.5	929.0	1044.5
Deoxyhypusine	758.0	580.0	778.5	792.0	761.5	840.75	1135.0	535.5	733.0	967.75	642.0	582.6	791.1	655.25	719.125	735.1666666666666	713.5714285714286	856.5	686.0	859.5	714.3333333333334	783.5	899.5	720.75	809.0	899.0	832.6	712.5	1010.0	774.25	603.3333333333334	596.3333333333334	781.7142857142857	686.0	785.375	750.25	803.75	654.5
X0.4	56899.5	174584.75	164481.0	66854.5	144455.5	110823.625	319480.5	86353.5	111392.5	203409.5	115353.875	204606.1	109674.1	160765.25	105506.75	146185.33333333334	167948.2142857143	126750.0	156650.5	188066.75	162558.66666666666	179057.0	262520.0	133997.875	147045.0	146903.0	154299.2	170181.16666666666	99665.5	98655.75	163847.5	143830.33333333334	195826.0	214005.0	133671.125	200667.08333333334	87952.0	211361.0
Glutamylalanine	12894.5	12723.25	15220.5	13674.0	15056.0	18463.875	17292.0	7193.25	7759.5	11641.75	21508.0	19159.0	17506.8	16670.5	13686.75	8973.666666666666	16367.0	13027.5	22457.0	14475.0	10052.833333333334	21077.75	12265.0	11315.75	13095.5	13524.0	10746.4	17772.0	18772.0	19130.0	17159.0	13549.5	15400.714285714286	13982.333333333334	15395.0	20296.833333333332	11428.5	13123.5
X3.Hydroxysebacic.acid	4709.0	3099.0	4387.0	5437.0	7759.0	5923.625	6320.5	2958.25	9812.0	9267.75	4563.125	4150.1	6123.9	4227.75	4764.5	2949.1666666666665	3746.5714285714284	8199.5	2992.0	4272.0	3467.5	5483.75	3949.5	5745.0	4107.0	9696.5	4403.4	5572.0	13392.5	6525.25	4184.166666666667	3027.0	5587.214285714285	3564.0	5255.125	6410.583333333333	3961.5	4011.5
N.Acetylgalactosamine	8668.0	8302.0	10243.5	16830.5	30610.0	13084.625	7653.5	2824.25	5737.0	23094.25	22751.875	6112.3	15547.1	27075.0	11328.125	12818.333333333334	17338.428571428572	46197.0	21684.5	15927.0	13366.666666666666	14314.75	9282.0	10717.625	17630.0	27653.0	9229.1	15965.833333333334	30091.5	12098.75	14783.833333333334	10287.0	12712.0	8184.666666666667	11445.75	12371.416666666666	18763.25	11441.0
L.Cystathionine	11070.5	7090.0	10005.0	11896.5	9744.5	8151.5	12061.0	10159.75	7558.0	7075.0	9866.5	9213.1	11676.9	9110.25	9265.5	6781.166666666667	7199.5	10296.0	9997.0	8887.25	5947.5	7070.0	9973.5	9737.375	8989.25	11238.0	8661.7	7528.0	10568.5	6520.25	7886.5	6464.5	8045.428571428572	13798.833333333334	7963.125	7236.916666666667	7059.0	10821.0
Ethyl.glucuronide	24147.0	17312.0	24419.5	33266.5	33683.5	16969.375	35860.0	10159.75	20521.0	12155.75	15329.5	28522.8	29704.6	13261.0	27322.375	17034.666666666668	14906.5	18747.5	31000.5	21325.75	10267.0	16345.0	25595.5	32628.75	18360.0	41557.5	24853.2	11534.166666666666	16286.0	12995.0	21443.5	9347.666666666666	23116.5	15626.666666666666	15100.375	14589.583333333334	9200.75	12189.0
X5.8.Tetradecadienoic.acid	2793.5	3996.5	9592.0	6205.5	5574.5	4233.125	16193.5	6424.25	3961.0	5130.75	3878.375	7608.9	5233.6	4859.0	6286.75	9396.5	6808.571428571428	5814.5	11294.5	10759.25	6695.5	6209.75	12254.5	10354.5	5564.5	6177.0	10601.4	5751.833333333333	5476.5	8905.75	8886.5	7355.833333333333	8205.92857142857	5717.0	7207.125	7934.666666666667	6002.25	9408.5
Carnosine	1750.5	2388.0	2364.5	4084.5	2288.0	3310.875	2855.5	1817.0	2226.0	3314.0	3283.75	2082.0	3602.6	2720.25	2677.0	3821.0	2518.4285714285716	4408.0	3511.0	2580.75	2835.0	2073.0	1544.5	2577.0	2940.0	3023.0	2438.8	1963.3333333333333	3793.0	4459.5	2338.0	2816.8333333333335	2900.3571428571427	2338.5	2330.0	2305.0	4071.25	2580.0
X5.Tetradecenoic.acid	13993.0	19177.0	30642.5	34046.0	30062.0	25187.375	50047.0	25165.25	38285.5	47851.5	12703.75	38418.7	57421.3	18389.75	98396.875	45754.333333333336	22957.714285714286	60450.5	37960.5	32332.75	18315.333333333332	24340.25	38635.5	685202.875	16122.75	41592.0	61954.5	24440.5	25866.5	26784.5	45711.333333333336	22463.0	101877.92857142857	28313.5	27364.75	40840.833333333336	18187.25	37200.0
L.Glutamic.acid.5.phosphate	27869.0	2506.75	5674.0	5244.0	7466.0	6356.0	16131.0	5502.5	3777.5	3237.5	6038.125	5989.1	6870.4	7580.5	4287.5	6054.166666666667	3932.4285714285716	9737.0	3874.5	5828.0	4671.5	5727.5	9142.0	3982.25	4553.25	4140.0	3251.5	8366.5	7052.0	5364.75	3296.8333333333335	4329.666666666667	4408.642857142857	8283.5	5219.125	4520.5	5872.0	5242.0
Traumatic.acid	2984.0	3563.75	4058.0	5136.5	7535.0	6957.75	3665.5	3556.25	9550.0	9606.25	5851.375	4200.5	6445.7	3566.0	5357.5	3241.0	3818.8571428571427	5550.5	3791.5	4161.75	3824.3333333333335	7334.5	4135.0	7317.75	4110.25	10164.5	4360.7	4569.5	10215.5	5450.75	4144.0	2709.8333333333335	9672.357142857143	3309.5	5537.625	5348.083333333333	3579.25	3742.5
L.leucyl.L.proline	3002.0	4859.25	6048.5	9682.5	3211.0	4416.625	7624.5	3143.25	3420.5	4699.0	7369.375	3757.3	6846.7	4844.25	3982.75	9185.0	9711.857142857143	8946.5	6775.0	4505.25	4112.833333333333	4371.5	3265.5	5216.875	4676.0	7229.5	7154.0	5960.666666666667	5391.5	4156.5	5890.166666666667	6555.5	4886.928571428572	5124.333333333333	4700.875	3947.9166666666665	5542.25	4968.5
N.Decanoylglycine	1156.5	1128.25	1451.5	1506.0	1312.0	3328.375	2464.0	2649.75	1472.5	2925.0	1255.625	2060.2	1879.5	1374.5	1776.0	1196.3333333333333	1645.4285714285713	2243.5	1511.5	2112.0	1506.1666666666667	1601.0	1794.5	1771.5	1500.0	1730.5	1558.1	1283.0	1553.5	1830.5	2276.1666666666665	1046.3333333333333	2126.6428571428573	1383.5	4686.875	1772.4166666666667	1148.0	1980.0
D.Ribulose.5.phosphate	37307.5	19588.0	54557.0	55399.5	84558.5	41500.25	95764.0	15100.25	21544.0	43140.75	34049.75	50503.3	62833.7	44558.5	41768.5	23964.666666666668	48515.357142857145	82329.0	59775.5	53744.5	38354.833333333336	29929.5	30038.0	40185.5	48392.25	41794.0	49067.6	43547.0	60778.0	44589.5	46037.833333333336	39125.0	48162.07142857143	31391.0	41565.125	42734.416666666664	35532.25	32109.0
Sedoheptulose	2324.0	2005.0	2396.0	3480.0	3581.5	3668.625	3371.0	2166.75	5320.0	3725.5	3126.0	2288.9	3600.5	2293.75	2592.75	2118.1666666666665	2234.5	3993.5	1775.5	2518.25	1953.3333333333333	3e3	2486.0	2915.875	2411.75	4629.5	2325.9	3198.0	8780.5	2924.25	2327.1666666666665	2236.3333333333335	3429.214285714286	2550.8333333333335	3062.25	3207.0833333333335	2511.0	2835.0
Aspartyl.L.proline	2844.5	3275.25	4093.5	6301.0	7230.0	5508.875	5050.5	3220.25	3328.0	6039.5	6311.875	4940.8	6169.0	5658.5	4868.25	4102.333333333333	5533.285714285715	8098.5	6218.5	6201.5	3709.0	6367.0	4360.5	5102.0	4790.0	5292.5	4117.5	5378.833333333333	7495.0	6828.25	5353.333333333333	5907.333333333333	6073.642857142857	4772.166666666667	5558.5	5289.75	7536.25	6397.0
X3.Methoxytyrosine	1283.5	1600.75	1693.5	3834.5	4418.5	1836.0	1927.5	1422.25	1534.0	1805.25	1673.75	1372.1	2235.2	1942.25	1575.125	1445.3333333333333	1488.7142857142858	7443.0	1605.0	4563.25	1994.3333333333333	1518.5	1258.0	1672.875	1475.0	1705.0	3393.2	1632.1666666666667	2302.5	1771.5	1536.5	1481.3333333333333	1667.357142857143	1592.3333333333333	1591.875	1568.6666666666667	1717.75	1867.0
X4..Glutamylamino..butanoate	2647.0	3077.0	4961.5	5377.0	7041.0	6436.625	8684.0	4195.75	3590.0	9046.0	4149.875	4519.6	6199.6	4585.25	5326.75	5948.333333333333	6399.0	8980.0	4782.5	7999.5	4165.333333333333	5367.25	5518.0	4502.375	4209.25	5391.0	5312.7	4428.333333333333	6308.5	8073.5	4997.5	4615.833333333333	6470.571428571428	3829.3333333333335	4507.25	5358.416666666667	5669.0	5144.5
Dihydroxycoprostanoic.acid	1447.5	1691.0	2352.0	1403.0	2653.5	2694.625	2306.5	2195.25	1218.0	3112.0	1997.125	2044.8	2303.1	2298.5	2034.625	2193.6666666666665	2506.285714285714	3720.5	3243.5	2153.5	1975.8333333333333	2387.25	2725.0	1701.625	1809.75	1991.0	1793.1	2637.5	2735.0	2126.25	2193.1666666666665	2374.6666666666665	2796.8571428571427	2027.8333333333333	2138.375	2327.0	2445.0	2825.0
Hydroxypropionylcarnitine	973.5	1024.0	1496.0	1310.5	2168.0	1557.125	1547.5	743.25	1063.5	2280.75	1581.25	1446.6	1547.8	1430.25	1520.625	1270.1666666666667	1328.7857142857142	1899.0	2014.5	1232.0	1272.5	1502.25	1211.5	1451.25	1253.5	1753.5	1162.1	1400.5	2273.5	1847.0	1246.5	1151.6666666666667	1449.5	1187.8333333333333	1486.0	1754.8333333333333	1933.75	1680.5
X5.Sulfosalicylic.acid	8370.5	23611.0	23569.5	26889.0	30693.5	24837.75	30790.5	18349.75	25475.5	19964.0	17496.5	24291.9	24702.5	19993.0	22965.875	20815.166666666668	17520.64285714286	29984.5	18118.0	20529.5	21088.5	21701.75	19231.5	21540.125	20007.25	21441.5	20369.2	22759.0	20452.0	16222.25	22286.666666666668	19611.333333333332	21192.14285714286	20617.5	20267.375	21102.166666666668	16803.5	20195.5
Dihydrobiopterin	12231.5	3878.0	4015.0	6189.5	4344.0	5757.25	7152.5	5661.5	6001.5	12011.75	5015.375	5038.3	6616.8	5265.0	4961.375	4197.833333333333	4513.428571428572	4913.5	4347.5	5065.5	4728.666666666667	4675.0	4804.5	6606.375	5019.0	6979.0	4240.9	4335.666666666667	14817.0	5503.0	4475.333333333333	3977.8333333333335	7615.785714285715	4881.5	8068.125	5632.666666666667	3803.25	5255.0
Anserine	1338.0	1531.25	1829.0	2872.5	5585.0	3015.75	2636.5	2751.75	2066.0	4785.0	2942.5	2125.0	3616.0	4655.75	2682.5	2306.5	2998.8571428571427	5629.0	2251.0	1868.75	4063.6666666666665	2226.75	1841.0	2240.0	3130.0	4148.0	1891.4	2334.0	4014.0	6908.75	1716.6666666666667	3342.6666666666665	2926.0	3918.1666666666665	3914.25	2658.0	8032.25	4368.0
X3.Oxotetradecanoic.acid	3995.0	3643.5	4849.5	4367.5	5350.5	4136.625	5846.5	5159.75	5420.5	6152.25	2752.875	4992.5	5223.1	3526.25	4765.0	4499.5	4082.5714285714284	5645.0	4957.0	5555.5	3325.8333333333335	4080.75	5671.5	7822.5	3881.75	6201.5	5880.1	4044.0	4549.0	4719.5	5111.666666666667	3739.5	6062.857142857143	4576.833333333333	5268.75	5059.75	4085.75	6683.0
Pentadecanoic.acid	85546.5	107272.75	114475.5	150896.0	139567.5	110440.125	96183.5	92084.5	197822.0	271637.75	75271.125	105282.3	148907.6	89930.75	364292.125	156613.0	77860.5	171164.0	87113.0	94544.75	79119.5	104014.75	105160.0	2059149.625	95156.75	146102.5	169843.3	94411.0	144647.0	98932.0	179250.66666666666	94977.0	269271.28571428574	147133.33333333334	103993.0	143507.25	104565.0	148342.0
Tiglylcarnitine	1007.5	885.75	1205.0	1435.0	1990.5	1994.125	2831.5	1196.0	2140.5	2598.75	1462.375	1044.1	1915.2	1150.25	1071.75	1125.0	1026.357142857143	3072.5	879.5	1291.5	1104.5	1397.25	1351.0	1616.375	1353.75	1802.5	1235.5	1593.0	4282.0	1176.0	1305.6666666666667	1207.1666666666667	1701.142857142857	1146.1666666666667	1488.125	1408.1666666666667	1330.5	2473.0
N.Undecanoylglycine	11307.0	5889.5	7033.5	9446.0	9309.0	16268.625	20464.0	16895.0	9399.0	20767.5	6711.625	12849.1	14538.3	10435.75	11303.25	10444.5	12772.142857142857	12822.0	7163.5	13480.75	10579.666666666666	7888.5	13620.0	9162.25	9614.25	10280.5	8205.8	7482.333333333333	7244.5	15837.5	13111.333333333334	12826.833333333334	16854.35714285714	17682.833333333332	34609.125	14462.166666666666	12663.5	15349.0
Uridine	92412.0	77930.25	226651.0	186674.5	285071.5	209470.875	360683.0	88302.0	80665.0	140295.5	104081.5	160953.4	156927.0	130535.75	196713.75	112571.66666666667	136034.14285714287	251165.0	129129.5	222679.5	140144.83333333334	141754.75	137672.5	128729.0	116751.75	118768.5	170791.6	218972.66666666666	147888.0	141799.0	189916.33333333334	103734.33333333333	193854.2857142857	148295.33333333334	192794.5	198019.75	108806.0	143531.0
X1.11.Undecanedicarboxylic.acid	4862.5	3394.25	3498.5	5378.0	5258.5	5116.625	5058.5	4438.75	6585.5	7326.0	3101.25	5647.0	6601.4	4357.25	4818.375	3903.1666666666665	3395.3571428571427	8103.5	3385.0	4572.5	3658.6666666666665	4469.5	4497.5	5405.5	3656.75	8012.5	5645.6	4395.333333333333	6938.0	5150.0	5098.833333333333	3214.8333333333335	4833.714285714285	4449.0	9201.0	5610.583333333333	4152.5	5939.0
Gamma.CEHC	1406.5	5250.0	2381.0	2144.5	4254.0	4418.75	1409.5	6756.5	4848.5	8379.5	5397.5	7584.5	6694.9	2624.0	3290.875	2569.1666666666665	3318.1428571428573	4381.0	8787.0	2447.0	2552.3333333333335	5031.75	2720.0	5214.875	3307.5	6919.0	3430.1	3902.0	6438.5	3458.5	3272.6666666666665	2284.0	7011.785714285715	2522.5	4497.25	3658.25	3186.25	2447.5
S.Acetyldihydrolipoamide	7277.0	5686.0	4877.5	9050.5	4349.0	5881.5	8203.0	10735.75	4742.5	7734.0	5955.125	5177.1	12666.4	5805.0	7735.5	9379.833333333334	5742.785714285715	23251.0	6190.0	7708.5	5088.833333333333	6465.5	9988.0	6174.5	6887.25	9983.5	9420.5	5468.5	6048.5	5553.5	10352.0	5134.666666666667	7259.214285714285	6961.166666666667	6611.375	9901.75	4996.5	10663.5
Ubiquinone.Q1	1212.5	1388.25	1526.5	1424.5	2208.5	2710.0	1303.5	2243.0	2789.0	3859.75	2406.125	1780.9	2112.6	1539.25	1778.125	1511.5	1602.857142857143	1684.0	1621.5	1597.25	1535.8333333333333	2263.5	1799.5	2649.25	1809.75	3742.5	1434.1	1788.6666666666667	3731.0	1944.5	1719.8333333333333	1408.5	3493.6428571428573	1566.5	2234.75	2164.6666666666665	1812.5	1853.5
Isobutyryl.L.carnitine	2914.5	3393.5	2893.0	3769.0	3456.5	3974.75	2549.0	3550.0	3946.5	5521.5	4091.5	3194.9	4288.0	4505.5	3760.875	3501.0	4027.1428571428573	4213.0	3145.5	3062.75	3588.0	3571.5	4064.5	3977.75	5288.0	4175.5	3683.7	3288.1666666666665	3852.0	4096.25	3763.3333333333335	4291.5	3923.6428571428573	4213.166666666667	5250.375	4540.083333333333	6590.0	5447.5
X5.Hydroxy.N.formylkynurenine	2744.0	1739.0	2247.5	3853.5	2050.5	4716.875	7010.5	5631.0	3967.0	5428.0	2435.25	1835.1	3938.4	5838.0	4281.875	4555.0	2911.5	5327.5	36833.5	6682.25	2345.8333333333335	4872.0	4062.0	2797.375	3494.5	2550.5	3103.3	3544.6666666666665	3886.5	8356.5	4864.5	2178.1666666666665	4521.857142857143	3547.5	3270.25	3103.0	2321.75	6628.0
X5.L.Glutamyl.taurine	3059.5	6860.5	5091.5	6234.5	7393.0	7892.875	8827.0	6250.75	4995.5	5619.75	8741.875	7966.8	8411.8	7053.75	8416.25	6666.833333333333	7573.428571428572	6468.0	6886.5	11757.0	5797.333333333333	8097.5	6956.0	7320.5	6315.25	7847.5	7415.0	9350.166666666666	9447.5	11667.5	8845.833333333334	7934.666666666667	7983.357142857143	8216.0	7552.25	6713.083333333333	6349.25	7972.0
Palmitic.amide	1554.0	4175.0	4079.0	2617.0	3603.0	3363.625	2966.0	3030.0	2518.0	4803.0	5710.125	8381.2	3860.6	6347.75	4491.0	4640.0	6340.214285714285	2795.5	3633.5	4423.5	3823.8333333333335	3963.25	4145.5	16328.0	6589.75	3630.0	4836.0	3927.6666666666665	4037.0	5732.25	5075.0	6404.833333333333	6018.0	7133.166666666667	6208.75	4986.5	6317.5	4546.0
Palmitic.acid	1235458.0	3064211.25	2720852.0	2182140.0	2511362.0	2399475.875	2023210.5	2006146.0	2249137.0	4779396.5	2438043.875	3655696.9	2506538.8	3011421.75	4081671.375	3081587.8333333335	3276930.214285714	2442591.0	4451042.5	3249413.5	2009165.5	2746159.5	3749099.5	6749214.75	4601284.0	4585570.5	9122028.8	2662474.5	2471788.5	2897320.5	7098150.166666667	3004607.8333333335	5891070.857142857	6932888.0	4769228.25	4151253.1666666665	7926775.25	4125604.5
Glycerophosphocholine	4211.0	7715.25	17751.5	14696.5	29137.5	20520.25	52837.0	7499.25	10754.5	13383.5	29536.5	15211.9	20191.1	20698.0	14044.875	15081.666666666666	20501.0	22107.5	7208.0	21364.75	17726.0	15443.25	26210.5	12391.625	20016.5	16639.0	10938.0	17624.166666666668	18244.5	19714.75	13630.833333333334	27169.0	23256.214285714286	18581.5	22043.625	18709.166666666668	22663.25	60062.5
X2.Hexenoylcarnitine	965.0	1511.75	1705.0	1898.0	1716.0	3509.625	1525.5	1522.75	1906.5	3081.75	1276.875	1723.2	1937.3	1428.0	1827.5	1271.6666666666667	1415.2142857142858	2778.0	1783.0	1501.75	1371.5	1693.75	1401.0	1887.375	1577.5	3046.0	2619.7	1739.8333333333333	2560.0	1574.5	2755.6666666666665	1183.8333333333333	2093.8571428571427	2002.1666666666667	2194.625	1960.9166666666667	1865.25	1562.5
Fructose.6.phosphate	64988.5	49465.0	77243.5	91450.0	293590.5	277765.25	130080.0	29768.5	61743.0	214844.25	386559.0	136705.2	222195.9	239192.0	159513.125	145337.5	349151.28571428574	255949.0	69474.0	95654.75	223306.16666666666	113502.0	109044.0	101866.625	259985.25	207213.5	91740.1	108559.0	260230.0	390873.0	72935.0	275974.0	182521.92857142858	210434.16666666666	204996.875	179926.0	199217.5	136997.0
L.gamma.glutamyl.L.leucine	4800.5	5334.25	6295.0	8235.5	9176.0	7382.25	8023.0	4020.5	6204.0	12438.0	7601.625	7616.5	9524.1	5425.25	6891.0	7407.0	7640.857142857143	10579.0	5892.0	17933.5	4663.5	7279.25	5898.0	10344.5	6108.75	8480.0	6893.3	7041.666666666667	8718.0	12128.75	6667.0	6022.333333333333	11264.0	5988.0	6961.5	7443.916666666667	9128.0	6518.0
Palmitaldehyde	1096.5	3679.0	4413.5	3132.0	2716.0	2039.0	3118.0	4096.0	1252.5	5186.5	2915.5	21656.6	2340.3	2903.25	6287.875	6041.833333333333	6217.357142857143	3509.5	17142.5	8612.75	3302.3333333333335	2925.0	4882.0	5496.0	4963.25	3599.5	6662.6	3970.3333333333335	1974.0	5458.0	7230.333333333333	8585.333333333334	6600.857142857143	9408.666666666666	8163.375	6845.583333333333	7527.25	6168.0
X5.6.Dihydrouridine	1868.0	2547.75	2689.5	3199.0	3376.5	2700.5	2913.0	2210.25	2731.0	3311.75	2160.125	2200.8	2802.7	2840.5	2875.75	2315.3333333333335	2480.3571428571427	3277.0	2854.5	4101.0	2077.8333333333335	2841.0	2682.0	3048.5	2587.5	2886.0	2206.6	2255.0	3797.5	3130.75	2957.6666666666665	2183.1666666666665	2950.9285714285716	2347.0	2532.625	2649.25	3233.25	4092.5
Adenosine	2787.0	20863.0	37958.0	16946.5	17146.0	12440.875	33192.0	17878.25	15446.0	10889.75	16049.375	11828.7	12934.4	24352.75	11324.75	18841.0	22025.214285714286	59052.0	26989.5	48481.75	21326.0	23435.0	33870.0	14170.375	29262.0	32425.5	37732.7	34779.333333333336	26828.5	31055.75	41376.166666666664	16985.333333333332	26829.14285714286	40156.833333333336	28578.125	33318.416666666664	52037.0	67471.5
X6.Hydroxymelatonin	13678.5	6051.0	67317.5	40973.0	269275.5	72001.375	358608.5	7326.75	6459.0	54705.25	4308.125	17165.7	23765.9	6667.25	50074.875	8659.166666666666	10209.07142857143	53192.0	35459.5	31980.25	29257.5	8552.25	7022.0	44901.75	13801.75	35645.5	36027.9	51474.5	15821.0	13483.0	38585.666666666664	5352.166666666667	41428.92857142857	11458.333333333334	28650.5	22481.583333333332	11545.0	9840.5
X3.Oxohexadecanoic.acid	16547.5	17165.75	29891.5	18917.0	25198.5	22617.0	17529.5	17199.25	24142.5	41994.75	28993.5	29140.0	31705.3	22394.25	27725.75	24505.833333333332	21357.0	22171.0	23154.5	24106.0	16251.166666666666	28073.0	34032.5	55956.375	24249.0	49530.5	28940.1	19855.166666666668	25845.5	24128.75	32277.833333333332	18437.5	57355.92857142857	25778.166666666668	28863.875	32167.333333333332	28001.25	28573.0
X.R..3.Hydroxy.hexadecanoic.acid	9190.5	11979.5	14574.0	12378.5	23234.5	17543.5	12248.0	9310.75	16556.5	33160.5	15612.0	15505.4	19239.6	12650.25	19831.5	13400.166666666666	12632.42857142857	15054.5	15210.5	15766.25	10881.0	22996.0	16481.5	49423.75	14518.25	29581.0	16116.7	13352.833333333334	16951.0	17224.5	17543.166666666668	12308.166666666666	29945.785714285714	16245.0	17436.875	18989.25	16701.5	21488.0
Heptanoylcarnitine	442.5	391.5	361.0	674.0	926.5	905.625	718.0	729.5	1827.0	1266.75	452.125	592.7	1074.4	609.0	593.75	561.1666666666666	613.5714285714286	2229.0	647.0	644.75	582.6666666666666	666.25	535.0	564.625	580.75	879.0	877.0	831.3333333333334	2338.5	707.0	596.3333333333334	586.1666666666666	732.5714285714286	615.8333333333334	897.75	699.5	647.25	806.5
Alpha.Linolenic.acid	39742.5	157975.5	246846.0	153088.5	85384.0	93604.75	247379.5	120490.25	57582.0	88434.5	150196.125	1056058.6	109224.4	108507.25	209555.5	258487.16666666666	264479.64285714284	59103.0	351534.0	470777.75	117900.5	133235.25	236903.5	223994.0	145749.25	230829.0	616802.8	140075.5	78302.0	153043.5	478318.6666666667	280805.8333333333	343478.14285714284	504730.0	364116.0	766995.1666666666	219989.5	237213.5
Linoleic.acid	283697.5	2556169.25	3463392.0	1945699.5	1075041.5	1045429.125	2401444.0	1766031.75	502774.0	1573056.0	2036143.0	9492742.4	1260742.9	1433627.25	3383863.875	3486825.8333333335	3987775.214285714	1119439.0	6003038.0	4932951.25	1202741.1666666667	1644097.5	3358500.0	4077374.0	2540039.5	3671200.5	9859594.8	2150053.5	867966.5	2088963.0	7449951.166666667	4280535.166666667	5130949.428571428	4979990.333333333	4858242.125	6588359.583333333	4467836.75	4035274.5
Retinal	1780.0	3543.5	3972.5	3938.5	7056.0	6499.375	2865.5	3448.75	7415.5	8768.0	3931.625	5802.7	7138.1	3663.75	7353.0	4542.833333333333	4373.071428571428	13808.5	4845.5	3939.75	3215.6666666666665	6599.0	4230.5	14668.75	4378.25	9663.0	6571.5	4524.166666666667	8734.5	4584.5	6368.166666666667	4964.0	11301.5	7435.333333333333	6194.375	7181.583333333333	6488.5	4797.5
Stearic.acid	1274102.0	1981029.75	1682930.0	1768343.5	1820949.0	1735248.375	1672371.5	1595914.75	2026881.0	3156310.0	1606125.125	2007567.7	1890908.1	1957362.0	2049301.625	2590153.0	1843316.5714285714	1711100.0	1916896.0	2001188.5	1706229.6666666667	2258796.25	2297352.5	2578345.25	2648065.25	2255063.5	2731032.9	1782300.0	2394997.0	1974996.5	3200882.0	2073299.1666666667	2531170.714285714	5376742.0	2439810.5	2377152.8333333335	3438668.0	3562552.0
D.Sedoheptulose.7.phosphate	9392.0	21016.75	32261.0	23310.0	94894.0	99487.25	32883.5	12308.5	23059.5	105598.5	78466.0	28206.2	54890.3	56377.0	57023.375	45173.833333333336	127643.78571428571	78327.5	29275.0	48224.0	74566.66666666667	62856.25	45411.5	34130.375	71364.5	53922.0	32358.0	38439.666666666664	104635.0	120636.25	26638.333333333332	70058.5	68261.78571428571	57523.333333333336	52177.375	68623.83333333333	45555.25	43337.5
DHAP.8.0.	5525.0	2220.75	3384.5	3336.0	5881.5	5458.625	4261.5	2998.5	2779.5	4543.0	4610.125	2766.4	6493.4	4243.25	3969.125	4207.166666666667	6150.0	7478.0	11776.0	10038.0	4467.5	6735.25	5818.5	6645.875	4330.5	6164.0	4310.2	5953.166666666667	9482.5	8448.25	3731.5	4267.5	4975.5	3962.0	3701.625	3314.4166666666665	5388.75	5141.0
Retinoic.acid	3180.5	4225.75	6037.5	5476.0	4389.5	4786.125	4631.5	7570.25	4722.0	10181.25	5522.875	7200.8	6272.9	7159.5	6731.125	8618.5	5500.642857142857	6261.0	6317.5	5913.0	6896.333333333333	5736.75	9036.5	5880.5	8747.25	6768.5	6002.5	4967.833333333333	5852.0	6367.5	6388.0	5820.5	7779.142857142857	6543.0	7240.75	7554.416666666667	6301.25	6364.0
X0.5	7941.5	8145.25	17727.0	14222.5	44769.5	23571.125	54803.0	13146.0	7015.0	19495.0	16055.25	13438.1	21403.1	13979.5	26444.875	15101.0	18787.285714285714	30579.0	18313.5	22998.5	18699.833333333332	17220.0	19164.0	16308.875	13997.75	14113.5	16439.9	22470.666666666668	20060.5	16420.25	15745.333333333334	18850.333333333332	20537.14285714286	15538.833333333334	13739.125	19476.5	16469.25	25532.0
N.Acetylaspartylglutamic.acid	1708.5	1963.75	5031.5	2772.0	4126.0	3085.375	5598.5	3268.75	2524.0	3408.75	2951.625	2405.6	3444.1	3757.0	2907.25	3721.5	3409.0714285714284	6334.0	3395.5	6009.5	3319.1666666666665	3897.75	4885.5	2945.625	3219.5	3395.5	3494.2	4595.166666666667	5876.5	6843.75	4434.0	2806.8333333333335	3807.785714285714	4317.5	3796.625	4079.1666666666665	6305.5	7991.0
Arachidonic.acid	138006.5	644281.0	1032449.5	702872.5	322193.5	239722.0	654035.0	548518.5	88374.5	636347.75	357778.75	4249212.8	323681.5	447813.0	1006874.5	823995.3333333334	921743.5714285715	340470.0	2698328.0	1621569.25	436458.3333333333	457643.75	767113.5	708030.625	697839.75	353745.5	1064534.7	513988.1666666667	251896.5	788645.5	1121014.0	1221569.0	965877.0714285715	1348549.1666666667	1509467.125	1069063.0833333333	1113868.25	887261.5
