@format=row	D2B6F1	BXD48	BXD44	BXD51	BXD86	BXD77	BXD9	BXD65	BXD60	BXD50	BXD40	BXD43	BXD24	BXD89	BXD63	BXD45	BXD69	BXD64	BXD27	BXD95	BXD102	BXD34	BXD100	BXD70	BXD101	DBA/2J	BXD84	BXD62	BXD65b	BXD87	BXD98	C57BL/6J	B6D2F1	BXD73b	BXD29	BXD32	BXD48a	BXD90	BXD61	BXD79	BXD66
Ceramide.with.formula.C36H71NO3	1955.25	336.0	690.0	1064.25	936.75	1266.3333333333333	1690.75	751.0	720.0	459.5	587.0	623.0	4189.0	2884.75	1040.0	1278.0	7078.75	1117.25	773.75	2065.5	603.75	2134.0	2260.75	879.0	841.3333333333334	1259.0	4200.25	3455.0	1242.875	1970.5	1675.75	1357.7	901.6666666666666	1125.0	1185.375	2089.0	1330.625	1450.8333333333333	3792.75	2217.0	1431.25
Uridine.diphosphate.glucose	84177.375	7251.5	41607.5	210108.5	40365.25	132974.16666666666	43532.5	142521.25	40254.25	31765.0	92091.0	131297.5	6644.0	50539.5	131438.0	171426.5	63847.5	72728.75	43449.5	114502.25	97619.625	51180.5	212147.5	61255.5	135856.83333333334	134289.5	73997.75	145565.5	148013.625	80832.25	162709.0	94240.6	83840.33333333333	120203.75	84194.375	112519.125	82622.375	73038.83333333333	138734.25	189885.33333333334	54867.5
LysoPE.0.0.24.6.6Z.9Z.12Z.15Z.18Z.21Z..	3069.25	6144.0	3999.5	2603.75	1529.5	1857.3333333333333	2088.25	1946.0	1625.5	7948.0	3328.0	4902.833333333333	5320.5	2735.5	2486.0	5621.5	2701.25	1734.25	3506.0	2315.75	3559.625	2418.0	2517.25	2822.0	2964.3333333333335	3216.0	2400.75	2727.5	4072.0	2635.0	2842.25	2274.7	1999.0833333333333	3112.25	2132.125	3236.0	3624.0	2621.0	2266.25	2729.3333333333335	6601.75
LysoPC.22.2.13Z.16Z..	731.125	683.0	712.0	659.5	579.0	532.1666666666666	695.0	566.5	563.5	1032.0	890.0	625.8333333333334	3113.5	667.25	622.5	673.0	793.25	612.5	777.0	696.0	622.0	569.5	704.5	711.5	712.8333333333334	867.3333333333334	728.0	693.25	696.125	725.5	622.0	835.2	633.1666666666666	742.75	744.5	831.375	746.375	725.1666666666666	693.0	841.8333333333334	1781.25
Endomorphin.2	4008.0	3831.5	3463.0	2090.75	1645.0	1691.3333333333333	3342.25	1608.25	1952.75	3960.5	3705.0	2415.6666666666665	3837.5	3281.25	2900.5	1970.5	1834.5	1335.5	2691.5	1948.25	2190.125	2125.0	2260.0	2228.5	2130.6666666666665	4687.0	1731.5	2433.75	2135.5	2189.25	2447.5	2051.5	1938.5833333333333	2581.0	1963.375	2231.75	1996.375	2486.6666666666665	1972.25	2244.6666666666665	5660.0
Mesobilirubinogen	3417.75	3730.5	5645.0	2290.25	2468.75	4143.0	2228.75	1922.25	3183.75	8023.0	3295.0	1732.1666666666667	4719.0	4679.25	2759.0	2814.0	5862.75	1923.75	4146.0	3355.75	2781.375	2660.0	1958.5	3450.0	4154.5	10391.5	3311.25	8033.25	4224.125	3355.5	3971.75	3470.9	2362.5	4281.5	2031.0	4338.875	5480.375	4498.666666666667	6251.75	1930.8333333333333	12218.25
DG.14.0.20.1.11Z..0.0.	811.375	405.5	625.0	723.75	526.5	619.3333333333334	895.75	591.75	603.25	627.0	874.0	546.1666666666666	475.5	766.75	824.0	694.5	854.75	612.0	623.25	632.5	599.25	722.5	1022.25	755.0	612.8333333333334	748.0	792.25	920.75	611.625	646.25	737.75	968.7	646.8333333333334	811.75	806.625	761.375	882.875	648.8333333333334	785.25	1010.0	2282.75
X2.Hexaprenyl.3.methyl.5.hydroxy.6.methoxy.1.4.benzoquinol	2435.875	538.5	1164.0	1361.0	1229.25	1291.0	1827.25	989.5	935.5	814.5	1204.5	1094.8333333333333	2542.0	1707.75	1508.5	2214.5	1902.75	1112.5	1562.75	1973.0	986.0	1889.5	2242.5	1210.5	1757.5	1593.0	1522.75	2377.75	1662.625	1625.25	1940.75	2259.1	1261.75	1975.0	1872.125	2196.875	1562.875	2029.5	1794.75	2141.8333333333335	4373.75
X.23S..23.25.dihdroxy.24.oxovitamine.D3.23..beta.glucuronide.	2686.25	3902.0	2883.5	2490.25	1974.5	1963.0	2581.25	1951.75	1988.5	7046.0	2883.5	3167.6666666666665	5002.0	2624.25	2275.5	3215.0	2695.5	1777.0	3020.25	2160.25	2568.25	2515.0	2479.25	2062.0	3037.5	2616.0	2487.25	3352.25	2810.5	2273.0	2817.5	2343.7	1995.4166666666667	3193.5	2120.5	2531.25	2897.375	2551.6666666666665	2150.75	2536.5	7096.75
Diglyceride.with.formula.C39H66O5	3496.75	640.0	1850.5	2366.75	2583.25	2815.5	4004.5	1855.75	1572.0	1381.0	2114.5	3618.5	5201.0	5503.0	2589.5	4174.0	5683.75	4615.25	2615.25	4161.0	1740.125	3326.5	4849.75	2321.5	5820.666666666667	1963.8333333333333	3651.75	4864.5	3471.625	3054.0	3494.25	4640.5	2476.5833333333335	5321.75	4199.75	3756.5	3225.125	4390.333333333333	10098.0	9951.333333333334	3357.75
Diglyceride.with.formula.C39H72O5	34105.25	2213.0	18108.0	19734.75	23924.0	29742.333333333332	82881.0	9380.75	23368.75	5848.0	18455.0	36818.333333333336	10353.5	50908.5	23192.0	37795.0	24945.25	53113.5	36373.5	72002.5	8751.25	28293.5	43072.5	65899.5	53573.5	8659.833333333334	13716.0	37357.0	16981.0	13172.25	37593.25	64599.1	21816.333333333332	24662.25	41302.0	13015.625	24532.25	53741.833333333336	197484.0	40996.166666666664	32264.5
Ceramide.with.formula.C42H81NO3	11789.75	469.0	2131.5	2817.0	2444.5	3492.0	6287.0	1553.75	2215.5	1055.5	1318.0	2813.0	1656.5	10700.5	2800.0	5180.0	22831.5	3835.5	3255.75	7524.0	2158.875	5185.5	12864.25	2795.5	2265.1666666666665	3604.1666666666665	9972.5	7936.75	3629.875	7242.0	4022.25	6102.5	2497.5833333333335	3110.75	2726.75	6813.0	3712.0	4835.833333333333	12054.5	8423.666666666666	3234.5
X.3a.5b..24.oxo.24...2.sulfoethyl.amino.cholan.3.yl.b.D.Glucopyranosiduronic.acid	2046.5	2198.5	2218.5	1410.25	1169.75	1075.3333333333333	1281.25	1182.25	1117.75	2484.0	1542.0	1646.6666666666667	2589.5	1574.5	1700.0	1668.0	1409.75	1071.75	2142.5	1781.5	1816.125	2186.5	1872.75	997.5	1529.5	2322.5	1410.25	1718.5	1555.75	1829.0	2124.75	1484.5	1387.4166666666667	1802.25	1393.25	1919.875	1793.75	1407.3333333333333	1236.5	1276.1666666666667	3241.75
DG.18.4.6Z.9Z.12Z.15Z..22.6.4Z.7Z.10Z.13Z.16Z.19Z..0.0.	2242.625	1134.0	2616.5	2194.25	2193.75	1811.6666666666667	2705.75	1722.75	1678.0	1291.0	1698.0	1798.8333333333333	2242.0	2737.75	2804.5	2062.5	2741.75	2687.0	2422.5	2259.0	1938.0	4019.0	4384.25	1940.0	1965.5	2440.8333333333335	2415.5	2259.75	1709.5	1934.25	3122.5	2433.4	2115.75	2608.0	2507.375	2813.25	1997.75	2267.1666666666665	2262.0	2341.0	3900.25
Diglyceride..16.0.22.6.4Z_7Z_10Z_13Z_16Z_19Z..0.0.	13335.625	1243.5	3657.0	8217.75	6052.0	6671.5	21287.25	5055.25	5347.5	3258.5	4342.5	9566.333333333334	2050.5	13939.5	8205.0	14171.0	28646.5	54854.5	4624.0	13625.25	4210.875	8516.0	15349.5	8845.0	13608.833333333334	4318.333333333333	13006.0	15086.5	9565.875	7232.25	16936.75	26690.8	9988.0	13062.0	18851.75	8683.375	11414.625	12914.666666666666	31499.5	19749.0	10926.5
Glycogen	71079.75	4821.5	18868.0	51228.25	12385.25	99264.0	156933.0	23644.5	24729.75	3593.0	5543.0	25401.166666666668	3623.5	27131.0	44720.0	45844.0	13348.25	21961.5	12562.25	35852.75	41939.25	18082.5	130870.25	27206.5	38706.333333333336	13530.333333333334	13921.5	49029.75	34172.625	86461.5	57129.5	44902.7	62935.583333333336	11857.0	32192.125	54862.625	32061.75	15166.5	68913.0	20085.5	25186.5
Phosphatidic.acid..16.0.18.1.11Z..	8720.5	768.0	6372.0	8042.25	4493.5	7874.666666666667	9874.25	3186.5	4096.0	4299.0	6355.5	6826.833333333333	3695.5	13308.0	7657.0	11352.5	17439.5	13276.25	6126.25	11737.25	6099.75	8055.5	17172.75	9893.0	6689.0	8877.5	14630.25	11165.0	6986.125	8750.0	10608.0	10317.5	5992.166666666667	11582.25	11593.625	11055.625	6661.875	9781.166666666666	12152.25	15082.333333333334	9320.0
Diglyceride..18.2.9Z.12Z..22.6.4Z.7Z.10Z.13Z.16Z.19Z..0.0.	3058.75	674.0	1761.5	2655.5	2664.5	2189.5	3355.25	1787.5	1284.75	1854.5	1835.0	3224.3333333333335	1856.0	5750.0	3086.0	5414.5	6901.25	3439.5	2240.75	3837.5	1878.5	3575.5	2809.0	2137.0	5686.833333333333	2443.8333333333335	3450.25	5429.0	6305.625	6023.5	5405.5	4657.8	2232.5	4703.5	4074.375	4342.0	3352.5	4557.833333333333	6977.25	11795.5	4293.5
Phosphatidylcholine..14.1.9Z..15.0.	3418.75	472.0	1593.0	1839.5	1501.0	2020.0	2327.25	977.25	1372.5	937.0	1464.0	1608.3333333333333	2160.5	3472.25	1791.5	2598.0	4365.5	1895.75	1450.0	3019.25	1407.5	2602.0	3198.75	1863.5	1724.1666666666667	2023.3333333333333	3892.25	2783.25	1708.0	2383.0	2104.25	2526.3	1409.0833333333333	3708.5	2720.75	3186.25	1792.5	2863.6666666666665	2890.25	3781.5	3273.0
Phosphatidylcholine..14.0.15.0.	2390.0	368.0	1155.0	1216.25	966.25	1109.0	1369.75	775.75	878.0	785.5	836.5	881.3333333333334	1878.5	1722.25	1244.5	1644.5	2957.0	1261.0	1084.0	1362.0	956.375	1754.0	1763.75	955.0	933.0	1547.8333333333333	2364.75	1660.25	1201.0	1486.25	1384.0	1425.7	990.75	1905.5	1447.75	1765.5	1141.5	1349.6666666666667	1398.25	1783.3333333333333	1612.5
SM.d18.0.14.0.	1970.625	879.5	1544.0	1544.75	1535.75	1493.5	1915.5	1615.25	1506.0	1205.0	1763.5	1452.3333333333333	2667.5	1952.25	1929.5	1454.0	2081.5	1499.25	1662.75	1783.25	1473.5	2103.0	1723.75	1484.0	1483.0	1655.3333333333333	1902.5	1746.75	1369.0	1564.5	1890.75	2559.8	1564.5	1749.0	1941.375	2087.875	1430.75	2053.3333333333335	1661.0	1961.6666666666667	2876.75
Phosphatidylethanolamine..14.0.20.2.11Z.14Z..	193159.875	5732.5	26951.0	40298.75	49440.25	98531.16666666667	76257.5	26232.5	38129.0	44987.5	29960.5	38291.666666666664	4956.5	227769.25	54631.5	206419.0	207452.5	54135.75	52177.0	136835.0	53655.75	91725.0	60343.25	64284.5	77839.0	74661.66666666667	192800.0	154226.25	77474.75	95202.25	51303.25	67610.8	37083.916666666664	228792.75	96083.375	167538.375	65660.375	102299.5	155247.75	354211.5	141549.75
Phosphatidylcholine..15.0.18.3.6Z_9Z_12Z..	252624.0	7302.0	38316.0	109050.25	74099.0	175273.5	147869.75	49268.0	57030.0	66332.5	90003.0	95845.5	6200.0	351940.25	153194.5	305728.5	270427.0	126618.5	62454.0	251948.25	69773.0	95982.0	192667.25	137118.0	168011.0	106453.33333333333	239507.0	209388.5	105959.125	125724.75	110766.25	150921.2	92352.75	409768.5	201639.875	260841.5	133919.75	198241.83333333334	268932.5	548974.8333333334	227017.75
Phosphatidylcholine..15.0.18.2.9Z_12Z..	501756.75	11127.5	148172.0	251542.25	229831.0	396606.1666666667	366432.25	180776.0	155831.0	204402.5	222840.5	258254.83333333334	10224.5	850723.75	292792.5	663590.5	887968.5	427992.0	237482.5	559723.5	239323.125	362006.5	396510.25	339919.0	373559.5	386884.5	916853.75	525975.5	403799.125	382026.75	324200.25	369649.5	222605.41666666666	805655.25	469851.5	619608.875	365867.875	434517.3333333333	663053.0	1074569.1666666667	581795.75
Phosphatidylcholine..15.0.18.1.11Z..	168372.625	3179.0	68579.0	91034.75	73380.75	119453.33333333333	127798.0	46492.0	54340.0	74779.0	95635.5	82496.33333333333	4362.5	223045.0	99826.0	241627.0	276146.0	170586.5	78372.25	200513.25	78928.125	119067.5	118944.75	151903.5	89342.5	125697.33333333333	268088.75	170135.75	126554.625	127312.5	114998.25	145254.9	67689.5	216185.25	160555.625	162857.875	119222.25	137788.5	249685.5	280797.5	154249.5
Phosphatidylethanolamine..20.3.5Z_8Z_11Z..P.18.1.11Z..	82468.875	1867.0	13282.5	35935.75	22448.75	54581.833333333336	58910.25	12536.5	22795.5	24940.5	37068.5	25128.333333333332	6364.0	106987.5	41470.5	138141.0	143068.0	54275.75	19023.5	73210.75	19588.0	28380.0	53234.25	34683.5	39766.666666666664	32307.0	88286.25	65593.0	42602.25	39173.0	40414.75	55515.1	23774.583333333332	91773.25	67938.625	76793.75	42665.375	60681.5	78618.0	138741.66666666666	62031.0
Phosphatidylethanolamine..16.0.22.6.4Z_7Z_10Z_13Z_16Z_19Z..	3206852.625	41852.5	318227.0	1130529.75	846256.0	1528419.6666666667	2027638.0	378053.25	702229.75	662665.0	616294.5	653535.5	24716.0	3240467.5	1609075.0	3840828.0	6459613.5	1660742.0	470789.25	3071482.75	558096.125	1308946.5	1443554.25	1220296.5	1400541.8333333333	1014550.5	4300728.25	2341537.5	1641677.125	1570436.0	1389868.0	1572730.1	764445.9166666666	3050794.75	2418190.25	2566545.375	1327156.375	2507972.5	3408869.5	4774801.0	2193709.5
Phosphatidylcholine..15.0.20.4.5Z_8Z_11Z_14Z..	2334133.0	34173.5	219865.0	1138049.75	693000.75	1432554.0	1700373.75	406277.75	552255.75	476918.5	842881.5	704099.3333333334	22362.0	3907875.75	1388618.0	3162770.5	3654587.25	1528014.25	500644.75	1851367.5	511414.625	1121802.5	1355711.75	1398231.5	1277040.1666666667	821009.1666666666	2820923.75	1676909.5	1553468.875	1332227.75	1327135.0	1668815.4	801583.0	2314812.5	1871262.125	1792767.0	1200431.875	1657945.6666666667	2196795.5	3875944.5	1660429.0
Phosphatidylglycerol16.0.20.4.5Z_8Z_11Z_14Z..	29555.5	1301.5	10180.0	27971.0	10746.75	19167.333333333332	15829.0	17185.5	9361.75	4937.5	11045.5	15991.5	1979.5	36560.25	21306.0	63370.5	46335.5	19821.75	20611.75	39746.5	13024.25	14597.0	63633.0	15641.0	29535.5	22840.666666666668	43473.25	217761.0	23169.625	13709.25	19450.75	35489.7	22376.166666666668	73069.0	25990.0	63871.625	53106.875	32666.833333333332	45172.5	92812.0	40730.75
Phosphatidylcholine..14.0.22.4.7Z_10Z_13Z_16Z..	38079.875	1056.0	9609.5	28133.75	20698.75	32570.166666666668	39563.25	12887.5	13007.75	16180.5	22803.0	20858.666666666668	2190.5	54313.5	34510.5	46742.5	62519.25	36598.0	14876.5	44083.75	14115.0	28625.5	35668.5	32900.5	29501.0	27289.5	57302.75	38388.5	33202.375	31044.0	32905.25	36411.5	20728.666666666668	48847.75	36412.625	38223.125	32719.75	35712.666666666664	50746.0	66366.83333333333	34426.75
FAD	7773.25	3527.5	2795.5	4418.0	2517.75	4253.5	3548.75	2993.75	2247.25	2124.5	3291.0	2636.6666666666665	3442.5	3366.5	4317.0	3967.0	5448.0	2106.25	2689.75	3018.75	2562.375	4485.0	4020.5	3082.0	2906.6666666666665	4483.666666666667	3631.5	4094.0	3524.625	3929.75	3819.0	3622.6	3041.5	3660.25	4200.375	3718.75	3093.875	2862.0	3929.75	9549.333333333334	3479.25
Phosphatidylglycerol18.0.18.0.	73560.875	7149.0	44385.0	59830.75	60432.75	86576.5	90320.25	68071.75	46690.25	63049.0	44541.5	65203.833333333336	4510.5	138558.75	67132.0	125644.5	139480.25	91303.0	68485.75	139377.5	71060.5	87964.5	82195.25	77262.5	85346.83333333333	74341.83333333333	148473.0	101806.0	80906.125	86359.25	74831.25	87483.7	55367.666666666664	134331.5	94759.0	112779.125	100877.625	87185.66666666667	158006.25	168085.0	111821.25
Phosphatidylcholine..16.0.22.6.4Z_7Z_10Z_13Z_16Z_19Z..	33936.5	1408.5	13033.0	39100.25	24853.75	35625.666666666664	41782.25	17939.0	15729.75	17448.5	22847.0	22307.833333333332	1887.5	57800.25	41085.0	46222.5	104372.0	46180.5	14391.0	60886.5	17643.25	29440.5	40512.75	30416.0	34429.833333333336	28390.0	83169.25	45495.25	41557.75	44360.5	41673.0	36230.0	22498.5	55336.0	49828.0	51083.0	37808.0	44802.5	59347.25	86236.5	42471.75
Glucosylceramide..d18.1.24.1.15Z..	2932.25	919.5	3309.0	2559.0	2272.0	2720.3333333333335	3242.0	2154.5	2762.5	1719.5	2279.0	2058.0	1513.0	3172.75	2150.5	2595.0	3266.0	2716.25	2318.25	2975.0	2359.5	2513.5	3168.0	2395.5	2126.0	2858.8333333333335	2792.0	3113.0	2160.375	3183.0	3024.5	3153.3	2680.9166666666665	2059.75	2583.375	3339.75	2369.125	3223.8333333333335	3002.0	2511.0	2760.75
PC.20.4.5Z.8Z.11Z.14Z..P.18.1.11Z..	9189.25	814.5	3811.0	6641.75	4311.5	7172.0	8013.75	4055.75	3991.0	3038.0	3899.0	5079.5	1616.5	9417.5	7456.0	14476.5	12109.5	7401.75	4445.0	11078.25	4714.5	6420.0	7915.75	5396.0	6932.166666666667	5798.833333333333	9908.0	7488.5	6177.75	6996.75	6949.25	6845.9	5039.25	8400.25	6796.5	7995.75	6248.5	7480.333333333333	9553.25	13952.0	7127.5
Propionyl.CoA	2412.375	2648.0	1982.5	2020.75	2157.75	2167.1666666666665	3258.0	1847.5	1751.5	1573.0	1931.5	1815.1666666666667	1771.5	2171.5	2227.5	2095.5	2506.0	1676.25	2191.0	2151.0	1639.75	3375.0	2295.5	1833.0	2173.6666666666665	2275.3333333333335	2708.25	3332.0	2133.625	2192.75	2138.25	2222.9	2374.5833333333335	2063.5	3522.625	2662.5	2298.875	2103.8333333333335	2073.5	2902.3333333333335	3017.25
Phosphatidylglycerol.with.formula.C46H83O10P	75170.625	4354.5	27633.0	103650.0	60152.0	89769.16666666667	105537.25	57856.0	43296.25	42653.0	44583.0	58918.5	2978.5	117920.25	96999.5	113031.0	207913.25	111254.75	33360.25	152202.0	46879.625	68736.0	101276.75	69070.5	84460.0	52557.5	161989.5	102560.25	88159.5	109777.25	100278.5	89060.5	56285.666666666664	116681.25	114909.5	110543.875	98625.375	102425.33333333333	138911.75	161561.0	94120.25
Phosphatidylcholine..16.0.22.5.4Z_7Z_10Z_13Z_16Z..	73249.125	3949.0	27183.0	95091.75	51838.0	95021.16666666667	102053.25	42387.5	41863.75	41398.5	58620.0	67001.33333333333	2996.5	97189.25	100955.0	115195.0	117589.75	91524.25	34577.75	134775.5	41024.875	51283.0	116637.25	80353.5	71393.0	46234.166666666664	96378.5	85545.0	62818.875	80835.75	86638.75	92540.1	53716.916666666664	117942.5	91986.75	88455.375	92376.75	98355.66666666667	121700.25	131214.16666666666	76081.0
P1.P4.Bis.5..adenosyl..tetraphosphate	6692.75	3482.0	5656.0	8159.0	5643.25	7251.833333333333	6956.5	6088.25	5258.75	2616.0	8422.0	4925.833333333333	2770.5	7805.0	8144.0	7809.5	6468.25	5779.0	5156.0	5445.25	5200.125	6742.0	7958.25	4222.5	7303.666666666667	7626.333333333333	7836.0	7056.25	6700.0	6788.75	7493.0	6512.9	6236.916666666667	6270.5	7790.875	5409.0	5437.25	6536.333333333333	7001.75	7119.833333333333	6156.25
Sphingomyelin.with.formula.C47H93N2O6P	5783.0	1012.5	3281.0	3300.75	3200.0	4041.1666666666665	5621.25	2454.5	4023.75	1861.0	2451.5	3086.3333333333335	1011.0	5415.0	3059.5	4197.0	7868.5	4443.0	4227.75	5860.5	3292.75	4863.5	5011.0	3293.5	3188.6666666666665	3538.6666666666665	5762.5	4143.75	3147.0	5662.0	4089.5	4360.3	2862.0833333333335	4015.0	3747.25	4680.875	3635.0	4446.666666666667	5906.5	4939.333333333333	3617.0
Phosphatidylserine..18.0.22.5.7Z_10Z_13Z_16Z_19Z..	33984.25	5309.5	21920.0	27901.75	23738.0	32732.166666666668	32503.75	24221.25	18792.5	27166.5	21070.5	27204.0	3781.0	51838.75	27905.0	51186.5	57196.25	35840.0	27458.0	48493.5	29581.375	36065.5	32671.75	31390.5	29660.833333333332	26552.0	57871.5	38517.0	32158.875	15316.0	33229.75	33688.8	20793.833333333332	47840.0	39077.25	43236.125	32609.625	35096.5	57440.5	60640.166666666664	39347.5
Phosphatidylserine..18.0.22.5.7Z_10Z_13Z_16Z_19Z...1	33984.25	5309.5	21920.0	27901.75	23738.0	32732.166666666668	32503.75	24221.25	18792.5	27166.5	21070.5	27204.0	3781.0	51838.75	27905.0	51186.5	57196.25	35840.0	27458.0	48493.5	29581.375	36065.5	32671.75	31390.5	29660.833333333332	34811.833333333336	57871.5	38517.0	32158.875	40153.5	33229.75	33688.8	20793.833333333332	47840.0	39077.25	43236.125	36367.125	35096.5	57440.5	60640.166666666664	39347.5
X3.O.Sulfogalactosylceramide..d18.1.22.0.	3695.875	806.0	2670.0	3060.25	2397.75	2896.0	3245.75	2225.25	2307.5	1923.5	2261.0	2398.8333333333335	1642.5	3695.0	3728.0	3505.0	3548.0	2982.0	2762.5	3953.75	2431.25	3576.0	3871.0	2741.0	2765.8333333333335	3645.5	3264.75	3337.5	2604.5	3460.25	3332.0	3446.0	2648.5	3305.75	3480.125	4289.125	3137.25	3365.6666666666665	4266.0	4049.6666666666665	3126.0
Tricaprylic.glyceride..16.0.18.0.20.4.5Z_8Z_11Z_14Z...iso6.	3006.5	888.0	3239.5	3497.0	2436.25	3396.6666666666665	3860.0	2631.25	3278.75	739.5	1924.0	1805.3333333333333	1989.0	3300.5	3011.0	2275.0	2038.5	2622.5	1979.75	3878.5	2065.875	2692.0	3296.75	2230.5	2377.6666666666665	2816.1666666666665	1769.0	4122.25	2322.625	3111.75	3711.25	3040.9	3034.0833333333335	2015.5	2599.125	2662.5	2516.125	3448.8333333333335	4178.75	2766.3333333333335	2981.75
Phosphatidylinositol18.0.22.6.4Z_7Z_10Z_13Z_16Z_19Z..	16500.875	1583.5	5886.0	10197.75	7438.0	11410.166666666666	14565.25	7050.25	6814.25	5133.5	7685.0	9880.666666666666	1442.0	14226.75	12519.0	16884.0	22643.75	13750.25	6015.0	21461.25	7367.25	11053.5	13695.25	9987.0	10994.0	8082.166666666667	15608.75	11497.0	12027.0	11631.0	14625.5	14357.9	8406.416666666666	12662.75	12613.125	13916.0	10895.875	12452.333333333334	19861.5	15615.333333333334	10621.75
Adipoyl.CoA	2373.75	2660.5	4201.5	2441.5	1701.25	2329.1666666666665	2354.0	1712.0	2183.75	2385.0	4075.0	3030.3333333333335	1441.5	2131.25	2588.5	2480.0	1487.75	1481.75	2208.5	1928.25	1872.125	1710.5	2507.0	3104.0	2686.6666666666665	3053.1666666666665	1658.75	2139.0	3174.0	2882.5	2505.25	2180.2	2289.8333333333335	2110.25	2334.75	2087.0	2391.125	2617.1666666666665	1620.0	1845.8333333333333	2055.5
PIP.16.0.20.3.5Z.8Z.11Z..	5231.875	2139.5	4944.5	5394.0	4859.0	5620.333333333333	6064.0	4814.0	4261.75	3839.5	4594.5	4795.166666666667	2088.5	6073.0	5810.0	5793.5	6573.25	5716.5	4821.0	6651.5	4858.0	5793.0	5784.75	5367.5	4893.833333333333	5746.333333333333	6905.25	5922.75	5086.375	5821.5	5934.5	5859.8	4648.25	5954.0	5858.75	6715.0	5631.75	5669.5	5963.75	6899.333333333333	6315.75
PIP.20.1.11Z..18.1.11Z..	3965.125	1040.5	3002.0	4207.75	2855.5	3736.1666666666665	4147.25	2969.75	2793.25	1996.5	3074.5	2940.5	1118.5	4129.5	4466.0	4101.0	4422.25	3561.25	2860.0	4447.5	3294.125	4072.5	4492.5	3051.5	3417.8333333333335	3621.6666666666665	4467.5	4061.25	3042.75	4304.5	4262.0	3945.6	3118.1666666666665	3856.5	3905.375	4427.0	3322.25	3926.8333333333335	3538.0	4068.8333333333335	3727.5
row_mean	165452.22705479452	323078.50136986305	124214.45342465753	120910.94178082192	84491.9095890411	118320.78767123287	116092.44109589042	82490.93150684932	86145.5801369863	161598.80684931506	152615.43424657534	138066.8305936073	400599.9397260274	178271.6383561644	132383.97397260275	190202.03150684934	191103.62808219178	110597.52465753425	118356.5801369863	121534.70136986302	103149.52123287671	98413.35753424658	125915.97876712328	138747.99726027396	162328.50273972604	138725.6607305936	168055.3808219178	155894.0595890411	174272.6787671233	127564.61438356164	139054.92465753423	137206.00164383563	102616.89360730593	172523.53698630136	140851.18150684933	128419.82397260274	139990.6993150685	159569.71689497717	166635.50821917807	207132.24566210047	136826.03630136987
